goos: linux
goarch: amd64
pkg: github.com/giornetta/gopapageno/examples/json/opp
cpu: AMD EPYC 7551 32-Core Processor                
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=1/reduction=sweep-128         	       1	11210371519 ns/op	3795643896 B/op	     746 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=parallel-128     	       1	5663345135 ns/op	4046452784 B/op	    5023 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=parallel-128     	       1	6148980041 ns/op	4046452784 B/op	    5023 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=parallel-128     	       1	4916486391 ns/op	4046453376 B/op	    5029 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=parallel-128     	       1	5744871787 ns/op	4046454592 B/op	    5042 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=parallel-128     	       1	5685453803 ns/op	4046452864 B/op	    5024 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=mixed-128        	       1	5464264748 ns/op	3915272208 B/op	    1761 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=mixed-128        	       1	4394190909 ns/op	3915272464 B/op	    1764 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=mixed-128        	       1	5737620956 ns/op	3915273440 B/op	    1774 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=mixed-128        	       1	5386921812 ns/op	3915272288 B/op	    1762 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=mixed-128        	       1	5332831915 ns/op	3915272208 B/op	    1761 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=mixed-128        	       1	5359613538 ns/op	3915272208 B/op	    1761 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=mixed-128        	       1	5816213290 ns/op	3915273712 B/op	    1777 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=mixed-128        	       1	5247935851 ns/op	3915272192 B/op	    1761 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=mixed-128        	       1	5312040247 ns/op	3915272160 B/op	    1761 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=30/reduction=mixed-128        	       1	5441163767 ns/op	3915273024 B/op	    1770 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=sweep-128        	       1	5751715505 ns/op	3893332216 B/op	    1274 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=sweep-128        	       1	4719989708 ns/op	3893332232 B/op	    1274 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=sweep-128        	       1	4849112368 ns/op	3893332232 B/op	    1274 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=sweep-128        	       1	5223799902 ns/op	3893332216 B/op	    1274 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=sweep-128        	       1	5023093422 ns/op	3893332216 B/op	    1274 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=sweep-128        	       1	4741461852 ns/op	3893332216 B/op	    1274 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=sweep-128        	       1	5904166005 ns/op	3893332216 B/op	    1274 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=sweep-128        	       1	4792039897 ns/op	3893332216 B/op	    1274 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=sweep-128        	       1	5019913093 ns/op	3893332232 B/op	    1274 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=sweep-128        	       1	5308511025 ns/op	3893332232 B/op	    1274 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=parallel-128     	       1	5610864648 ns/op	4072776856 B/op	    5347 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=parallel-128     	       1	5456688873 ns/op	4072775976 B/op	    5338 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=parallel-128     	       1	4912146370 ns/op	4072776856 B/op	    5347 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=parallel-128     	       1	5163781648 ns/op	4072777176 B/op	    5350 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=parallel-128     	       1	5632744122 ns/op	4072775544 B/op	    5333 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=parallel-128     	       1	5845465161 ns/op	4072775992 B/op	    5338 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=parallel-128     	       1	5299957151 ns/op	4072774664 B/op	    5324 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=parallel-128     	       1	5447154191 ns/op	4072774648 B/op	    5324 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=parallel-128     	       1	4505397587 ns/op	4072775624 B/op	    5334 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=parallel-128     	       1	5103025338 ns/op	4072774664 B/op	    5324 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=mixed-128        	       1	5273798754 ns/op	3893348712 B/op	    1746 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=mixed-128        	       1	5118790172 ns/op	3893348728 B/op	    1746 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=mixed-128        	       1	5553632328 ns/op	3893348712 B/op	    1746 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=mixed-128        	       1	5069189652 ns/op	3893348728 B/op	    1746 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=mixed-128        	       1	4378197910 ns/op	3893349400 B/op	    1753 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=mixed-128        	       1	5438375002 ns/op	3893349224 B/op	    1751 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=mixed-128        	       1	4386020749 ns/op	3893349496 B/op	    1754 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=mixed-128        	       1	5030380513 ns/op	3893348712 B/op	    1746 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=mixed-128        	       1	5063291037 ns/op	3893349864 B/op	    1758 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=31/reduction=mixed-128        	       1	5123397974 ns/op	3893348728 B/op	    1746 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=sweep-128        	       1	5512872828 ns/op	3902869312 B/op	    1303 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=sweep-128        	       1	4449945791 ns/op	3902869312 B/op	    1303 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=sweep-128        	       1	4858657140 ns/op	3902869312 B/op	    1303 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=sweep-128        	       1	5090252860 ns/op	3902869312 B/op	    1303 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=sweep-128        	       1	4599979206 ns/op	3902869312 B/op	    1303 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=sweep-128        	       1	5256658008 ns/op	3902869312 B/op	    1303 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=sweep-128        	       1	5178409745 ns/op	3902869312 B/op	    1303 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=sweep-128        	       1	4976154297 ns/op	3902869312 B/op	    1303 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=sweep-128        	       1	4962523972 ns/op	3902869760 B/op	    1304 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=sweep-128        	       1	4931719203 ns/op	3902869312 B/op	    1303 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=parallel-128     	       1	4673506583 ns/op	4133706272 B/op	    5725 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=parallel-128     	       1	5316700375 ns/op	4133704288 B/op	    5704 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=parallel-128     	       1	5138967144 ns/op	4133703920 B/op	    5700 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=parallel-128     	       1	5083762558 ns/op	4133706016 B/op	    5722 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=parallel-128     	       1	5285668385 ns/op	4133703808 B/op	    5699 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=parallel-128     	       1	5258354573 ns/op	4133703984 B/op	    5701 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=parallel-128     	       1	5364754194 ns/op	4133704736 B/op	    5709 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=parallel-128     	       1	4852099330 ns/op	4133705424 B/op	    5716 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=parallel-128     	       1	5499416320 ns/op	4133703792 B/op	    5699 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=parallel-128     	       1	4962694883 ns/op	4133703776 B/op	    5699 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=mixed-128        	       1	5456111005 ns/op	3902886400 B/op	    1791 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=mixed-128        	       1	4906851634 ns/op	3902886368 B/op	    1791 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=mixed-128        	       1	5581998282 ns/op	3902886384 B/op	    1791 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=mixed-128        	       1	4859467753 ns/op	3902886368 B/op	    1791 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=mixed-128        	       1	5128101059 ns/op	3902886400 B/op	    1791 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=mixed-128        	       1	5062695790 ns/op	3902886368 B/op	    1791 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=mixed-128        	       1	5193756567 ns/op	3902886384 B/op	    1791 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=mixed-128        	       1	5313152958 ns/op	3902886400 B/op	    1791 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=mixed-128        	       1	5057850071 ns/op	3902886368 B/op	    1791 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=32/reduction=mixed-128        	       1	4765908857 ns/op	3902886368 B/op	    1791 allocs/op
PASS
ok  	github.com/giornetta/gopapageno/examples/json/opp	2448.477s
